steam_appid,categories,genres,header_image,short_description,name,developer,publisher,price,ccu,score
736220,"['Multi-player', 'PvP', 'Online PvP', 'Steam Workshop', 'Partial Controller Support']",Action,https://cdn.akamai.steamstatic.com/steam/apps/736220/header.jpg?t=1643990765,"Join the fight for victory in Post Scriptum, the only truly immersive WW2 collaborative tactical shooter. Ruthless realism with an impressive arsenal of authentic weapons and a detailed collection of vehicles across immense battlefields in this absolutely unique combined arms experience.",Post Scriptum,Periscope Games,Offworld Industries,2999,543,77
834530,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/834530/header.jpg?t=1632607885,"SEGA’s critically-acclaimed entry that started a legend. Become Kazuma Kiryu, an up-and-coming yakuza who takes the fall for the murder of a crime boss, only to emerge from prison ten years later to a changed world. Remastered from the ground up, now in 4K and uncapped framerates on PC.",Yakuza Kiwami,SEGA,SEGA,1999,541,80
290080,"['Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",Action,https://cdn.akamai.steamstatic.com/steam/apps/290080/header.jpg?t=1625615592,"Hardcore and realistic; LiF is a Medieval multiplayer sandbox RPG, with free terraforming, a rich crafting system and preset and modular building construction. With engaging survival aspects, no target physics-based combat and a unique formation system - along with numerous other features - LiF is not for the faint of heart!",Life is Feudal: Your Own,Bitbox Ltd.,Bitbox Ltd.,1999,540,63
386940,"['Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/386940/header.jpg?t=1643824507,"Ultimate Chicken Horse is a party platformer game where you build the level as you play, placing traps and hazards to screw your friends over, but trying not to screw yourself.",Ultimate Chicken Horse,Clever Endeavour Games,Clever Endeavour Games,1499,540,96
997010,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Simulation,https://cdn.akamai.steamstatic.com/steam/apps/997010/header.jpg?t=1657788699,Welcome to Brighton! Join the police force of this fictitious American city and experience the day to day life of a police officer.,Police Simulator: Patrol Officers,Aesir Interactive,astragon Entertainment,2499,539,86
47410,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards']",Free to Play,https://cdn.akamai.steamstatic.com/steam/apps/47410/header.jpg?t=1617790987,"A massively multiplayer grand strategy game, Stronghold Kingdoms is about forging alliances, political mind games, city-building and castle sieges with thousands of other players!",Stronghold Kingdoms,FireFly Studios,FireFly Studios,0,538,75
841370,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Remote Play on TV', 'Remote Play Together']",Simulation,https://cdn.akamai.steamstatic.com/steam/apps/841370/header.jpg?t=1639606986,NBA 2K celebrates 20 years of redefining what sports gaming can be. NBA 2K19 continues to push limits as it brings gaming one step closer to real-life basketball excitement and culture.,NBA 2K19,Visual Concepts,2K,0,537,76
616720,['Steam Workshop'],Animation & Modeling,https://cdn.akamai.steamstatic.com/steam/apps/616720/header.jpg?t=1641008482,"The best cross-platform Live2D solution, three display modes (Wallpaper / Desktop / Desktop Window), multiple platforms (Windows / MacOS / Android), high-precision facial capture (Windows / MacOS / Android / iOS), and many other features.",Live2DViewerEX,Pavo Studio,Pavo Studio,499,537,93
10090,"['Single-player', 'Multi-player', 'Co-op']",Action,https://cdn.akamai.steamstatic.com/steam/apps/10090/header.jpg?t=1654830025,"Call of Duty is back, redefining war like you've never experienced before. Building on the Call of Duty 4®: Modern Warfare engine, Call of Duty: World at War immerses players into the most gritty and chaotic WWII combat ever experienced.",Call of Duty: World at War,Treyarch,Activision,1499,537,83
585420,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Leaderboards', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/585420/header.jpg?t=1655279927,"Unleash your creativity and create a vast variety of vehicles to explore the open world of Trailmakers, or compete with your friends for speed, durability or versatility. Luxury sports cars? Helicopters? Vehicles that transform from plane, to boat, to car? The choice is yours.",Trailmakers,Flashbulb,Flashbulb,2499,536,92
1113560,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1113560/header.jpg?t=1646753289,"The upgraded prequel of NieR:Automata. A kind young man sets out with Grimoire Weiss, a strange talking book, to search for the &quot;Sealed verses&quot; in order to save his sister Yonah, who fell terminally ill to the Black Scrawl.",NieR Replicant ver.1.22474487139...,"Square Enix, Toylogic Inc.",Square Enix,5999,536,88
1455660,"['Single-player', 'Multi-player', 'MMO', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases']",Indie,https://cdn.akamai.steamstatic.com/steam/apps/1455660/header.jpg?t=1649150083,"Play What The Pros Play! Officially licensed by MLB, MiLB, and the MLBPA, Out of the Park Baseball 22 is the newest in the award-winning strategy series. Fun, authenticity, and depth make it a sports fan’s dream come true - and the only game ever to win Metacritic PC Game of the Year Award TWICE.",Out of the Park Baseball 22,Out of the Park Developments,Out of the Park Developments,1999,536,86
409710,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Commentary available', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/409710/header.jpg?t=1598321131,"BioShock is a shooter unlike any other, loaded with unique weapons and tactics. Complete with an arsenal of revolvers, shotguns, and grenade launchers, players will be forced to genetically modify their DNA to become an even deadlier weapon.",BioShock Remastered,"2K Boston, 2K Australia, Blind Squirrel, Feral Interactive (Mac)","2K, Feral Interactive (Mac)",1999,533,80
939960,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'In-App Purchases', 'Partial Controller Support']",Action,https://cdn.akamai.steamstatic.com/steam/apps/939960/header.jpg?t=1646425862,"Dive into a transformed vibrant post-apocalyptic Hope County, Montana, 17 years after a global nuclear catastrophe. Lead the fight against the Highwaymen, as they seek to take over the last remaining resources.",Far Cry New Dawn,"Ubisoft Montreal, Ubisoft Kiev, Ubisoft Shanghai",Ubisoft,3999,530,77
1408720,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Partial Controller Support', 'Includes level editor']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1408720/header.jpg?t=1628744966,"An easy to get into fully moddable First Person Shooter with advanced movement mechanics. Fully Customizable with Mods, Custom Maps and Thousands of Items to Unlock.",Krunker,Yendis Entertainment Pty,Yendis Entertainment Pty,0,528,81
927380,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/927380/header.jpg?t=1603131901,"Kazuma Kiryu, the Dragon of Dojima, must face the ambitious Ryuji Goda, the Dragon of Kansai, in an all-out war between two rival yakuza clans. An extreme recreation of one of Yakuza’s most beloved entries, now in stunning 4K and unlocked framerates. There can be only one dragon.",Yakuza Kiwami 2,SEGA,SEGA,2999,527,82
488860,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Cloud', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/488860/header.jpg?t=1656029509,"MADNESS: Project Nexus is a third-person Run n' Gun / Beat'Em Up filled with arcade-style action and button-mashing brutality. Gun your way through droves of bad guys in the Story Campaign, or build your perfect killing machine in the neverending onslaught of Arena Mode.",MADNESS: Project Nexus,"GIBBING TREE, LLC","GIBBING TREE, LLC",2499,526,97
1672970,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1672970/header.jpg?t=1650064917,"Fight your way through an exciting action-adventure game, inspired by classic dungeon crawlers and set in the Minecraft universe!",Minecraft Dungeons,"Mojang Studios, ‪Double Eleven",Xbox Game Studios,1999,524,91
1096900,"['Steam Workshop', 'Partial Controller Support']",RPG,https://cdn.akamai.steamstatic.com/steam/apps/1096900/header_alt_assets_2.jpg?t=1658182721,"You want to create an RPG, but every game making tool you have found was either too complex or too limited? RPG Maker MZ empowers you with simple tools to create your RPG right out of the box, yet is customizable enough to make the exact RPG you want!",RPG Maker MZ,"Gotcha Gotcha Games, KADOKAWA, Yoji Ojima",Degica,7999,522,80
1521580,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards', 'Includes level editor']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1521580/header.jpg?t=1656946627,"Perfect Heist 2 is a round-based online game, where robbers try to hide in plain sight while robbing a bank without being noticed by the cop team!",Perfect Heist 2,yeswecamp,yeswecamp,999,519,94
1222700,"['Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1222700/header.jpg?t=1626878628,A Way Out is an exclusively co-op adventure where you play the role of one of two prisoners making their daring escape from prison.,A Way Out,Hazelight,Electronic Arts,2999,519,78
799960,"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'In-App Purchases']",Free to Play,https://cdn.akamai.steamstatic.com/steam/apps/799960/header.jpg?t=1618937889,"Join over 50 million Wizards and help save Wizard City! Enroll in the Ravenwood School of Magical Arts, master powerful spells against tough bosses, collect and befriend hundreds of pets, and explore fantastical worlds across The Spiral!",Wizard101,KingsIsle Entertainment,KingsIsle Entertainment,0,516,80
339600,"['Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Steam Achievements']",Free to Play,https://cdn.akamai.steamstatic.com/steam/apps/339600/header.jpg?t=1636661777,"Stake your claim, command your fleets, and wage epic war in space.",VEGA Conflict,KIXEYE,KIXEYE,0,515,58
1088850,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1088850/header.jpg?t=1652199842,"Fire up a wild ride across the cosmos with a fresh take on Marvel’s Guardians of the Galaxy. In this action-adventure game, you are Star-Lord leading the unpredictable Guardians from one explosion of chaos to the next. You got this. Probably.",Marvel's Guardians of the Galaxy,Eidos-Montréal,Square Enix,5999,513,95
223850,"['Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']",Utilities,https://cdn.akamai.steamstatic.com/steam/apps/223850/header.jpg?t=1645981105,"3DMark is for gamers, overclockers and system builders who want to get more out of their hardware. With its wide range of benchmark tests, 3DMark has everything you need to test your PC's performance.",3DMark,UL,UL,2999,511,93
470220,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Full controller support', 'Steam Trading Cards', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together']",Casual,https://cdn.akamai.steamstatic.com/steam/apps/470220/header.jpg?t=1649698814,UNO makes its return with new exciting features! Match cards by color or value and play action cards to change things up. Race against others to empty your hand before everyone else in Classic play or customize your experience with House Rules.,UNO,Ubisoft Entertainment,Ubisoft Entertainment,999,511,74
1466640,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']",Action,https://cdn.akamai.steamstatic.com/steam/apps/1466640/header.jpg?t=1655902325,Hitchhike your way to freedom in this crazy procedurally generated road trip. No one's road is the same!,Road 96,Digixart,"Digixart, Ravenscourt",1996,510,79
